InvoiceNo,StockCode,InvoiceDate,CustomerID,Country
577609,85053,11/21/2011 9:51,12349,Italy
577609,48184,11/21/2011 9:51,12349,Italy
543037,79191,2/2/2011 16:01,12350,Norway
543037,22348,2/2/2011 16:01,12350,Norway
544156,22646,2/16/2011 12:33,12352,Norway
544156,21700,2/16/2011 12:33,12352,Norway
546869,22413,3/17/2011 16:00,12352,Norway
547390,22413,3/22/2011 16:08,12352,Norway
567505,22980,9/20/2011 14:34,12352,Norway
567505,22692,9/20/2011 14:34,12352,Norway
567505,22979,9/20/2011 14:34,12352,Norway
567505,37495,9/20/2011 14:34,12352,Norway
568699,21770,9/28/2011 14:58,12352,Norway
568699,22635,9/28/2011 14:58,12352,Norway
568699,22634,9/28/2011 14:58,12352,Norway
568699,22550,9/28/2011 14:58,12352,Norway
574275,22978,11/3/2011 14:37,12352,Norway
574275,22668,11/3/2011 14:37,12352,Norway
574275,22178,11/3/2011 14:37,12352,Norway
574275,21669,11/3/2011 14:37,12352,Norway
574275,22635,11/3/2011 14:37,12352,Norway
550911,23201,4/21/2011 13:11,12354,Spain
550911,23205,4/21/2011 13:11,12354,Spain
550911,21240,4/21/2011 13:11,12354,Spain
550911,22899,4/21/2011 13:11,12354,Spain
550911,22628,4/21/2011 13:11,12354,Spain
550911,22635,4/21/2011 13:11,12354,Spain
550911,22848,4/21/2011 13:11,12354,Spain
550911,21217,4/21/2011 13:11,12354,Spain
550911,22668,4/21/2011 13:11,12354,Spain
550911,23052,4/21/2011 13:11,12354,Spain
550911,84988,4/21/2011 13:11,12354,Spain
550911,21239,4/21/2011 13:11,12354,Spain
550911,21244,4/21/2011 13:11,12354,Spain
550911,21243,4/21/2011 13:11,12354,Spain
550911,20675,4/21/2011 13:11,12354,Spain
550911,20677,4/21/2011 13:11,12354,Spain
550911,22215,4/21/2011 13:11,12354,Spain
550911,23008,4/21/2011 13:11,12354,Spain
550911,23010,4/21/2011 13:11,12354,Spain
550911,21891,4/21/2011 13:11,12354,Spain
550911,21533,4/21/2011 13:11,12354,Spain
550911,22623,4/21/2011 13:11,12354,Spain
552449,22693,5/9/2011 13:49,12355,Bahrain
552449,23076,5/9/2011 13:49,12355,Bahrain
552449,23077,5/9/2011 13:49,12355,Bahrain
541430,22195,1/18/2011 9:50,12356,Portugal
541430,22435,1/18/2011 9:50,12356,Portugal
541430,84378,1/18/2011 9:50,12356,Portugal
541430,22646,1/18/2011 9:50,12356,Portugal
541430,84987,1/18/2011 9:50,12356,Portugal
541430,84380,1/18/2011 9:50,12356,Portugal
549435,21124,4/8/2011 12:33,12356,Portugal
549435,22957,4/8/2011 12:33,12356,Portugal
549435,84378,4/8/2011 12:33,12356,Portugal
574740,20677,11/6/2011 16:07,12357,Switzerland
574740,20679,11/6/2011 16:07,12357,Switzerland
574740,21485,11/6/2011 16:07,12357,Switzerland
574740,37495,11/6/2011 16:07,12357,Switzerland
574740,22969,11/6/2011 16:07,12357,Switzerland
574740,22028,11/6/2011 16:07,12357,Switzerland
574740,22716,11/6/2011 16:07,12357,Switzerland
574740,22712,11/6/2011 16:07,12357,Switzerland
574740,23493,11/6/2011 16:07,12357,Switzerland
574740,22191,11/6/2011 16:07,12357,Switzerland
574740,22193,11/6/2011 16:07,12357,Switzerland
574740,84378,11/6/2011 16:07,12357,Switzerland
574740,22964,11/6/2011 16:07,12357,Switzerland
574740,21154,11/6/2011 16:07,12357,Switzerland
574740,47559,11/6/2011 16:07,12357,Switzerland
574740,21218,11/6/2011 16:07,12357,Switzerland
574740,23247,11/6/2011 16:07,12357,Switzerland
574740,21216,11/6/2011 16:07,12357,Switzerland
574740,23197,11/6/2011 16:07,12357,Switzerland
574740,22348,11/6/2011 16:07,12357,Switzerland
559707,20679,7/12/2011 10:04,12358,Austria
581232,20679,12/8/2011 10:26,12358,Austria
581232,22646,12/8/2011 10:26,12358,Austria
540946,82484,1/12/2011 12:43,12359,Cyprus
543370,22692,2/7/2011 14:51,12359,Cyprus
543370,21912,2/7/2011 14:51,12359,Cyprus
543370,22411,2/7/2011 14:51,12359,Cyprus
543370,22652,2/7/2011 14:51,12359,Cyprus
543370,22659,2/7/2011 14:51,12359,Cyprus
543370,22776,2/7/2011 14:51,12359,Cyprus
543370,22900,2/7/2011 14:51,12359,Cyprus
543370,22840,2/7/2011 14:51,12359,Cyprus
543370,22845,2/7/2011 14:51,12359,Cyprus
543370,22636,2/7/2011 14:51,12359,Cyprus
543370,21790,2/7/2011 14:51,12359,Cyprus
543370,22623,2/7/2011 14:51,12359,Cyprus
543370,22192,2/7/2011 14:51,12359,Cyprus
543370,22193,2/7/2011 14:51,12359,Cyprus
543370,21931,2/7/2011 14:51,12359,Cyprus
543370,22626,2/7/2011 14:51,12359,Cyprus
543370,22963,2/7/2011 14:51,12359,Cyprus
543370,22567,2/7/2011 14:51,12359,Cyprus
555477,23049,6/3/2011 12:26,12359,Cyprus
555477,23052,6/3/2011 12:26,12359,Cyprus
555477,23053,6/3/2011 12:26,12359,Cyprus
555477,23176,6/3/2011 12:26,12359,Cyprus
555477,23208,6/3/2011 12:26,12359,Cyprus
555477,21770,6/3/2011 12:26,12359,Cyprus
555477,22991,6/3/2011 12:26,12359,Cyprus
555477,22652,6/3/2011 12:26,12359,Cyprus
555477,23201,6/3/2011 12:26,12359,Cyprus
555477,23284,6/3/2011 12:26,12359,Cyprus
555477,23175,6/3/2011 12:26,12359,Cyprus
555477,23172,6/3/2011 12:26,12359,Cyprus
555477,23171,6/3/2011 12:26,12359,Cyprus
555477,82484,6/3/2011 12:26,12359,Cyprus
571034,22487,10/13/2011 12:47,12359,Cyprus
571034,82484,10/13/2011 12:47,12359,Cyprus
571034,21523,10/13/2011 12:47,12359,Cyprus
571034,22690,10/13/2011 12:47,12359,Cyprus
571034,22626,10/13/2011 12:47,12359,Cyprus
571034,22725,10/13/2011 12:47,12359,Cyprus
571034,23346,10/13/2011 12:47,12359,Cyprus
571034,23345,10/13/2011 12:47,12359,Cyprus
571034,21931,10/13/2011 12:47,12359,Cyprus
571034,23237,10/13/2011 12:47,12359,Cyprus
571034,23238,10/13/2011 12:47,12359,Cyprus
571034,21166,10/13/2011 12:47,12359,Cyprus
571034,23200,10/13/2011 12:47,12359,Cyprus
571034,23390,10/13/2011 12:47,12359,Cyprus
571034,23284,10/13/2011 12:47,12359,Cyprus
571034,23175,10/13/2011 12:47,12359,Cyprus
571034,23172,10/13/2011 12:47,12359,Cyprus
571034,23171,10/13/2011 12:47,12359,Cyprus
571034,23493,10/13/2011 12:47,12359,Cyprus
554132,21989,5/23/2011 9:43,12360,Austria
554132,23007,5/23/2011 9:43,12360,Austria
554132,23010,5/23/2011 9:43,12360,Austria
554132,23008,5/23/2011 9:43,12360,Austria
554132,22431,5/23/2011 9:43,12360,Austria
554132,21561,5/23/2011 9:43,12360,Austria
554132,22693,5/23/2011 9:43,12360,Austria
554132,22621,5/23/2011 9:43,12360,Austria
554132,23159,5/23/2011 9:43,12360,Austria
554132,21988,5/23/2011 9:43,12360,Austria
554132,21987,5/23/2011 9:43,12360,Austria
554132,20677,5/23/2011 9:43,12360,Austria
554132,21244,5/23/2011 9:43,12360,Austria
554132,21240,5/23/2011 9:43,12360,Austria
563749,21578,8/19/2011 10:10,12360,Austria
563749,21561,8/19/2011 10:10,12360,Austria
563749,23008,8/19/2011 10:10,12360,Austria
563749,23286,8/19/2011 10:10,12360,Austria
563749,23285,8/19/2011 10:10,12360,Austria
563749,23287,8/19/2011 10:10,12360,Austria
563749,21244,8/19/2011 10:10,12360,Austria
563749,20674,8/19/2011 10:10,12360,Austria
563749,20677,8/19/2011 10:10,12360,Austria
563749,20675,8/19/2011 10:10,12360,Austria
563749,21929,8/19/2011 10:10,12360,Austria
563749,20713,8/19/2011 10:10,12360,Austria
571705,22752,10/18/2011 15:22,12360,Austria
571705,22909,10/18/2011 15:22,12360,Austria
571705,22144,10/18/2011 15:22,12360,Austria
571705,22940,10/18/2011 15:22,12360,Austria
571705,22571,10/18/2011 15:22,12360,Austria
571705,22273,10/18/2011 15:22,12360,Austria
571705,23008,10/18/2011 15:22,12360,Austria
571705,21239,10/18/2011 15:22,12360,Austria
571705,21240,10/18/2011 15:22,12360,Austria
544203,22431,2/17/2011 10:30,12362,Belgium
544203,22432,2/17/2011 10:30,12362,Belgium
544203,21746,2/17/2011 10:30,12362,Belgium
544203,22273,2/17/2011 10:30,12362,Belgium
544203,21561,2/17/2011 10:30,12362,Belgium
551346,22613,4/28/2011 9:12,12362,Belgium
551346,23208,4/28/2011 9:12,12362,Belgium
551346,21561,4/28/2011 9:12,12362,Belgium
551346,21918,4/28/2011 9:12,12362,Belgium
551346,37495,4/28/2011 9:12,12362,Belgium
551346,47591,4/28/2011 9:12,12362,Belgium
559295,22776,7/7/2011 12:32,12362,Belgium
559295,21671,7/7/2011 12:32,12362,Belgium
559295,22712,7/7/2011 12:32,12362,Belgium
563037,23345,8/11/2011 15:02,12362,Belgium
563037,23346,8/11/2011 15:02,12362,Belgium
563037,20981,8/11/2011 15:02,12362,Belgium
563037,21249,8/11/2011 15:02,12362,Belgium
563037,21981,8/11/2011 15:02,12362,Belgium
563037,22659,8/11/2011 15:02,12362,Belgium
563037,23291,8/11/2011 15:02,12362,Belgium
563037,23289,8/11/2011 15:02,12362,Belgium
568651,21535,9/28/2011 12:04,12362,Belgium
568651,21533,9/28/2011 12:04,12362,Belgium
568651,23175,9/28/2011 12:04,12362,Belgium
568651,22637,9/28/2011 12:04,12362,Belgium
568651,23388,9/28/2011 12:04,12362,Belgium
568651,23389,9/28/2011 12:04,12362,Belgium
568651,20679,9/28/2011 12:04,12362,Belgium
570667,21561,10/11/2011 14:33,12362,Belgium
570667,23208,10/11/2011 14:33,12362,Belgium
570667,22659,10/11/2011 14:33,12362,Belgium
572887,20679,10/26/2011 13:47,12362,Belgium
572887,22725,10/26/2011 13:47,12362,Belgium
572887,21577,10/26/2011 13:47,12362,Belgium
572887,22192,10/26/2011 13:47,12362,Belgium
572887,22193,10/26/2011 13:47,12362,Belgium
572887,22892,10/26/2011 13:47,12362,Belgium
572887,23010,10/26/2011 13:47,12362,Belgium
572887,23008,10/26/2011 13:47,12362,Belgium
572887,23007,10/26/2011 13:47,12362,Belgium
573173,23319,10/28/2011 10:10,12362,Belgium
573173,22750,10/28/2011 10:10,12362,Belgium
573173,21485,10/28/2011 10:10,12362,Belgium
573173,22940,10/28/2011 10:10,12362,Belgium
573173,22580,10/28/2011 10:10,12362,Belgium
574329,22900,11/4/2011 9:07,12362,Belgium
574329,22659,11/4/2011 9:07,12362,Belgium
574329,23247,11/4/2011 9:07,12362,Belgium
574329,23319,11/4/2011 9:07,12362,Belgium
580979,23238,12/6/2011 15:40,12362,Belgium
580979,23237,12/6/2011 15:40,12362,Belgium
580979,23244,12/6/2011 15:40,12362,Belgium
580979,23389,12/6/2011 15:40,12362,Belgium
580979,23390,12/6/2011 15:40,12362,Belgium
580979,21931,12/6/2011 15:40,12362,Belgium
580979,22549,12/6/2011 15:40,12362,Belgium
580979,23569,12/6/2011 15:40,12362,Belgium
549687,21974,4/11/2011 13:29,12363,Unspecified
549687,21124,4/11/2011 13:29,12363,Unspecified
563947,22952,8/22/2011 10:18,12363,Unspecified
563854,22668,8/19/2011 15:24,12364,Belgium
563854,22992,8/19/2011 15:24,12364,Belgium
563854,23308,8/19/2011 15:24,12364,Belgium
563854,20977,8/19/2011 15:24,12364,Belgium
563854,21124,8/19/2011 15:24,12364,Belgium
563854,22437,8/19/2011 15:24,12364,Belgium
563854,21987,8/19/2011 15:24,12364,Belgium
563854,21989,8/19/2011 15:24,12364,Belgium
563854,21988,8/19/2011 15:24,12364,Belgium
563854,20979,8/19/2011 15:24,12364,Belgium
573401,21988,10/30/2011 15:43,12364,Belgium
573401,21989,10/30/2011 15:43,12364,Belgium
573401,21987,10/30/2011 15:43,12364,Belgium
573401,22437,10/30/2011 15:43,12364,Belgium
573401,22613,10/30/2011 15:43,12364,Belgium
573401,22992,10/30/2011 15:43,12364,Belgium
580152,21499,12/2/2011 10:22,12364,Belgium
580152,21500,12/2/2011 10:22,12364,Belgium
580152,21498,12/2/2011 10:22,12364,Belgium
580152,22704,12/2/2011 10:22,12364,Belgium
580152,22045,12/2/2011 10:22,12364,Belgium
580152,16161,12/2/2011 10:22,12364,Belgium
580152,22613,12/2/2011 10:22,12364,Belgium
580152,22712,12/2/2011 10:22,12364,Belgium
580152,22716,12/2/2011 10:22,12364,Belgium
544574,22585,2/21/2011 13:51,12365,Cyprus
544574,84987,2/21/2011 13:51,12365,Cyprus
544574,21974,2/21/2011 13:51,12365,Cyprus
580716,21770,12/5/2011 16:48,12367,Denmark
580716,22045,12/5/2011 16:48,12367,Denmark
538826,22804,12/14/2010 12:58,12370,Cyprus
538826,21733,12/14/2010 12:58,12370,Cyprus
538826,22749,12/14/2010 12:58,12370,Cyprus
538826,22749,12/14/2010 12:58,12370,Cyprus
538826,22150,12/14/2010 12:58,12370,Cyprus
538826,22746,12/14/2010 12:58,12370,Cyprus
538826,22745,12/14/2010 12:58,12370,Cyprus
538826,22747,12/14/2010 12:58,12370,Cyprus
546236,37495,3/10/2011 12:48,12370,Cyprus
546236,22273,3/10/2011 12:48,12370,Cyprus
546236,22271,3/10/2011 12:48,12370,Cyprus
546236,22749,3/10/2011 12:48,12370,Cyprus
546236,22750,3/10/2011 12:48,12370,Cyprus
571905,22466,10/19/2011 14:51,12370,Cyprus
571905,22571,10/19/2011 14:51,12370,Cyprus
570521,23158,10/11/2011 10:43,12371,Switzerland
570521,23159,10/11/2011 10:43,12371,Switzerland
570521,22745,10/11/2011 10:43,12371,Switzerland
570521,21485,10/11/2011 10:43,12371,Switzerland
570521,22111,10/11/2011 10:43,12371,Switzerland
570521,20727,10/11/2011 10:43,12371,Switzerland
570521,22398,10/11/2011 10:43,12371,Switzerland
544157,22659,2/16/2011 12:46,12372,Denmark
544157,21452,2/16/2011 12:46,12372,Denmark
544157,22539,2/16/2011 12:46,12372,Denmark
544157,22544,2/16/2011 12:46,12372,Denmark
544157,22540,2/16/2011 12:46,12372,Denmark
544157,21791,2/16/2011 12:46,12372,Denmark
544157,22550,2/16/2011 12:46,12372,Denmark
544157,21578,2/16/2011 12:46,12372,Denmark
544157,21577,2/16/2011 12:46,12372,Denmark
552731,16161,5/11/2011 10:43,12372,Denmark
552731,22045,5/11/2011 10:43,12372,Denmark
552731,22704,5/11/2011 10:43,12372,Denmark
552731,22329,5/11/2011 10:43,12372,Denmark
568872,22659,9/29/2011 12:12,12372,Denmark
568872,23244,9/29/2011 12:12,12372,Denmark
568872,22550,9/29/2011 12:12,12372,Denmark
542887,20713,2/1/2011 13:10,12373,Austria
542887,21931,2/1/2011 13:10,12373,Austria
576345,22734,11/14/2011 15:37,12374,Austria
576345,22144,11/14/2011 15:37,12374,Austria
576345,21485,11/14/2011 15:37,12374,Austria
576345,22112,11/14/2011 15:37,12374,Austria
576345,22956,11/14/2011 15:37,12374,Austria
576345,23353,11/14/2011 15:37,12374,Austria
565333,23200,9/2/2011 14:23,12375,Finland
565333,20713,9/2/2011 14:23,12375,Finland
565333,21929,9/2/2011 14:23,12375,Finland
579281,23200,11/29/2011 10:36,12375,Finland
539488,22112,12/20/2010 9:37,12377,Switzerland
539488,22540,12/20/2010 9:37,12377,Switzerland
539488,22544,12/20/2010 9:37,12377,Switzerland
539488,22539,12/20/2010 9:37,12377,Switzerland
539488,22659,12/20/2010 9:37,12377,Switzerland
539488,22037,12/20/2010 9:37,12377,Switzerland
539488,22730,12/20/2010 9:37,12377,Switzerland
539488,22725,12/20/2010 9:37,12377,Switzerland
539488,22729,12/20/2010 9:37,12377,Switzerland
539488,22302,12/20/2010 9:37,12377,Switzerland
542586,37495,1/28/2011 15:45,12377,Switzerland
542586,21561,1/28/2011 15:45,12377,Switzerland
542586,22037,1/28/2011 15:45,12377,Switzerland
542586,22716,1/28/2011 15:45,12377,Switzerland
542586,21680,1/28/2011 15:45,12377,Switzerland
542586,22540,1/28/2011 15:45,12377,Switzerland
542586,22544,1/28/2011 15:45,12377,Switzerland
542586,22539,1/28/2011 15:45,12377,Switzerland
542586,22746,1/28/2011 15:45,12377,Switzerland
562046,22747,8/2/2011 10:34,12378,Switzerland
562046,22746,8/2/2011 10:34,12378,Switzerland
562046,22550,8/2/2011 10:34,12378,Switzerland
562046,22619,8/2/2011 10:34,12378,Switzerland
562046,23229,8/2/2011 10:34,12378,Switzerland
562046,47599,8/2/2011 10:34,12378,Switzerland
562046,23319,8/2/2011 10:34,12378,Switzerland
562046,22957,8/2/2011 10:34,12378,Switzerland
562046,22729,8/2/2011 10:34,12378,Switzerland
562046,22435,8/2/2011 10:34,12378,Switzerland
562046,47559,8/2/2011 10:34,12378,Switzerland
562046,21154,8/2/2011 10:34,12378,Switzerland
562046,84378,8/2/2011 10:34,12378,Switzerland
562046,84380,8/2/2011 10:34,12378,Switzerland
562046,22964,8/2/2011 10:34,12378,Switzerland
562046,21561,8/2/2011 10:34,12378,Switzerland
562046,22628,8/2/2011 10:34,12378,Switzerland
562046,22329,8/2/2011 10:34,12378,Switzerland
562046,22659,8/2/2011 10:34,12378,Switzerland
562046,23207,8/2/2011 10:34,12378,Switzerland
562046,47591,8/2/2011 10:34,12378,Switzerland
562046,22840,8/2/2011 10:34,12378,Switzerland
562046,21988,8/2/2011 10:34,12378,Switzerland
562046,21987,8/2/2011 10:34,12378,Switzerland
562046,21989,8/2/2011 10:34,12378,Switzerland
562046,21244,8/2/2011 10:34,12378,Switzerland
562046,21243,8/2/2011 10:34,12378,Switzerland
562046,23285,8/2/2011 10:34,12378,Switzerland
562046,23286,8/2/2011 10:34,12378,Switzerland
562046,23287,8/2/2011 10:34,12378,Switzerland
562046,21240,8/2/2011 10:34,12378,Switzerland
562046,21239,8/2/2011 10:34,12378,Switzerland
562046,23346,8/2/2011 10:34,12378,Switzerland
562046,20674,8/2/2011 10:34,12378,Switzerland
562046,20675,8/2/2011 10:34,12378,Switzerland
562046,20677,8/2/2011 10:34,12378,Switzerland
562046,84988,8/2/2011 10:34,12378,Switzerland
562046,84987,8/2/2011 10:34,12378,Switzerland
562046,22585,8/2/2011 10:34,12378,Switzerland
562046,23231,8/2/2011 10:34,12378,Switzerland
562046,16161,8/2/2011 10:34,12378,Switzerland
562046,22692,8/2/2011 10:34,12378,Switzerland
562046,48138,8/2/2011 10:34,12378,Switzerland
562046,22431,8/2/2011 10:34,12378,Switzerland
562046,22432,8/2/2011 10:34,12378,Switzerland
562046,22693,8/2/2011 10:34,12378,Switzerland
562046,22271,8/2/2011 10:34,12378,Switzerland
562046,22273,8/2/2011 10:34,12378,Switzerland
562046,21668,8/2/2011 10:34,12378,Switzerland
562046,21671,8/2/2011 10:34,12378,Switzerland
562046,21672,8/2/2011 10:34,12378,Switzerland
562046,21981,8/2/2011 10:34,12378,Switzerland
562046,23159,8/2/2011 10:34,12378,Switzerland
562046,23176,8/2/2011 10:34,12378,Switzerland
562046,23077,8/2/2011 10:34,12378,Switzerland
562046,22745,8/2/2011 10:34,12378,Switzerland
557789,20674,6/22/2011 16:32,12379,Belgium
557789,22302,6/22/2011 16:32,12379,Belgium
557789,23238,6/22/2011 16:32,12379,Belgium
557789,22659,6/22/2011 16:32,12379,Belgium
557789,22619,6/22/2011 16:32,12379,Belgium
567196,23208,9/19/2011 10:09,12379,Belgium
555739,22379,6/7/2011 9:49,12380,Belgium
555739,22386,6/7/2011 9:49,12380,Belgium
555739,20723,6/7/2011 9:49,12380,Belgium
555739,21578,6/7/2011 9:49,12380,Belgium
555739,22398,6/7/2011 9:49,12380,Belgium
567928,21931,9/22/2011 17:31,12380,Belgium
567928,20713,9/22/2011 17:31,12380,Belgium
567928,22386,9/22/2011 17:31,12380,Belgium
567928,23201,9/22/2011 17:31,12380,Belgium
567928,21429,9/22/2011 17:31,12380,Belgium
567928,22668,9/22/2011 17:31,12380,Belgium
567928,22628,9/22/2011 17:31,12380,Belgium
567928,21883,9/22/2011 17:31,12380,Belgium
567928,21452,9/22/2011 17:31,12380,Belgium
571187,23237,10/14/2011 11:39,12380,Belgium
571187,22759,10/14/2011 11:39,12380,Belgium
571187,22628,10/14/2011 11:39,12380,Belgium
571187,22435,10/14/2011 11:39,12380,Belgium
577180,22668,11/18/2011 11:27,12380,Belgium
577180,22628,11/18/2011 11:27,12380,Belgium
577180,22329,11/18/2011 11:27,12380,Belgium
577180,23207,11/18/2011 11:27,12380,Belgium
577180,21931,11/18/2011 11:27,12380,Belgium
563100,22635,8/12/2011 9:57,12381,Norway
563100,22634,8/12/2011 9:57,12381,Norway
563100,22894,8/12/2011 9:57,12381,Norway
563100,22621,8/12/2011 9:57,12381,Norway
563100,21791,8/12/2011 9:57,12381,Norway
563100,21912,8/12/2011 9:57,12381,Norway
563100,22418,8/12/2011 9:57,12381,Norway
563100,84380,8/12/2011 9:57,12381,Norway
563100,23346,8/12/2011 9:57,12381,Norway
563100,23345,8/12/2011 9:57,12381,Norway
563100,23319,8/12/2011 9:57,12381,Norway
563100,22979,8/12/2011 9:57,12381,Norway
563100,23308,8/12/2011 9:57,12381,Norway
563100,22964,8/12/2011 9:57,12381,Norway
563100,21249,8/12/2011 9:57,12381,Norway
563100,23297,8/12/2011 9:57,12381,Norway
574694,22964,11/6/2011 13:36,12381,Norway
574694,84380,11/6/2011 13:36,12381,Norway
574694,22466,11/6/2011 13:36,12381,Norway
574694,22952,11/6/2011 13:36,12381,Norway
539840,21124,12/22/2010 14:28,12383,Belgium
539840,21918,12/22/2010 14:28,12383,Belgium
539840,22539,12/22/2010 14:28,12383,Belgium
539840,22544,12/22/2010 14:28,12383,Belgium
539840,22540,12/22/2010 14:28,12383,Belgium
539840,22489,12/22/2010 14:28,12383,Belgium
539840,84692,12/22/2010 14:28,12383,Belgium
539840,21975,12/22/2010 14:28,12383,Belgium
539840,21987,12/22/2010 14:28,12383,Belgium
539840,21988,12/22/2010 14:28,12383,Belgium
539840,21989,12/22/2010 14:28,12383,Belgium
540971,22540,1/12/2011 14:10,12383,Belgium
540971,22544,1/12/2011 14:10,12383,Belgium
540971,22489,1/12/2011 14:10,12383,Belgium
540971,21218,1/12/2011 14:10,12383,Belgium
540971,20677,1/12/2011 14:10,12383,Belgium
540971,20675,1/12/2011 14:10,12383,Belgium
540971,21244,1/12/2011 14:10,12383,Belgium
540971,21243,1/12/2011 14:10,12383,Belgium
540971,21240,1/12/2011 14:10,12383,Belgium
540971,21239,1/12/2011 14:10,12383,Belgium
546434,22487,3/14/2011 8:41,12383,Belgium
550284,22716,4/15/2011 14:10,12383,Belgium
550284,22894,4/15/2011 14:10,12383,Belgium
550284,22487,4/15/2011 14:10,12383,Belgium
555928,22487,6/8/2011 8:02,12383,Belgium
562882,22628,8/10/2011 11:23,12384,Switzerland
562882,22215,8/10/2011 11:23,12384,Switzerland
562882,84279,8/10/2011 11:23,12384,Switzerland
575734,21892,11/11/2011 8:39,12384,Switzerland
575734,22692,11/11/2011 8:39,12384,Switzerland
575734,21430,11/11/2011 8:39,12384,Switzerland
537676,22567,12/8/2010 9:53,12386,Australia
541271,84970,1/17/2011 11:12,12388,Australia
541271,22957,1/17/2011 11:12,12388,Australia
541271,22963,1/17/2011 11:12,12388,Australia
541271,22969,1/17/2011 11:12,12388,Australia
543357,84978,2/7/2011 13:59,12388,Australia
546135,22957,3/9/2011 15:47,12388,Australia
546135,84978,3/9/2011 15:47,12388,Australia
546135,84970,3/9/2011 15:47,12388,Australia
560033,23319,7/14/2011 13:28,12388,Australia
560033,84970,7/14/2011 13:28,12388,Australia
560033,84978,7/14/2011 13:28,12388,Australia
560033,22580,7/14/2011 13:28,12388,Australia
560033,22086,7/14/2011 13:28,12388,Australia
560033,23294,7/14/2011 13:28,12388,Australia
560033,23297,7/14/2011 13:28,12388,Australia
560033,23296,7/14/2011 13:28,12388,Australia
568145,84970,9/25/2011 11:30,12388,Australia
568145,84970,9/25/2011 11:30,12388,Australia
568145,84978,9/25/2011 11:30,12388,Australia
568145,22086,9/25/2011 11:30,12388,Australia
578459,22086,11/24/2011 12:30,12388,Australia
578459,22580,11/24/2011 12:30,12388,Australia
567530,22634,9/21/2011 9:33,12390,Belgium
567530,22635,9/21/2011 9:33,12390,Belgium
567530,23007,9/21/2011 9:33,12390,Belgium
567530,23008,9/21/2011 9:33,12390,Belgium
567530,22544,9/21/2011 9:33,12390,Belgium
567530,22539,9/21/2011 9:33,12390,Belgium
567530,22540,9/21/2011 9:33,12390,Belgium
567530,22745,9/21/2011 9:33,12390,Belgium
567530,22746,9/21/2011 9:33,12390,Belgium
567530,23229,9/21/2011 9:33,12390,Belgium
567530,23390,9/21/2011 9:33,12390,Belgium
567530,16161,9/21/2011 9:33,12390,Belgium
567530,22045,9/21/2011 9:33,12390,Belgium
577228,22668,11/18/2011 12:07,12391,Cyprus
577228,22435,11/18/2011 12:07,12391,Cyprus
577228,23008,11/18/2011 12:07,12391,Cyprus
